User_ID,Game_Type,Model_Type,Accuracy,Precision,Recall,F1,AUC,FAR,FRR
30,forklift_simulator,RandomForest,1.0,1.0,1.0,1.0,1.0,0.0,0.0
30,forklift_simulator,LogisticRegression,0.9655172413793104,0.9230769230769231,1.0,0.96,0.9901960784313726,0.058823529411764705,0.0
30,forklift_simulator,SVM,0.9655172413793104,0.9230769230769231,1.0,0.96,0.9411764705882353,0.058823529411764705,0.0
30,forklift_simulator,KNN,0.9655172413793104,0.9230769230769231,1.0,0.96,0.9681372549019608,0.058823529411764705,0.0
30,forklift_simulator,GradientBoosting,1.0,1.0,1.0,1.0,1.0,0.0,0.0
30,forklift_simulator,AdaBoost,0.9655172413793104,0.9230769230769231,1.0,0.96,1.0,0.058823529411764705,0.0
30,forklift_simulator,GaussianNB,0.9655172413793104,1.0,0.9166666666666666,0.9565217391304348,0.9583333333333333,0.0,0.08333333333333333
30,forklift_simulator,DecisionTree,0.9655172413793104,0.9230769230769231,1.0,0.96,0.9705882352941176,0.058823529411764705,0.0
30,forklift_simulator,MLP,0.9655172413793104,0.9230769230769231,1.0,0.96,0.9411764705882353,0.058823529411764705,0.0
30,forklift_simulator,XGBoost,1.0,1.0,1.0,1.0,1.0,0.0,0.0
31,forklift_simulator,RandomForest,1.0,1.0,1.0,1.0,1.0,0.0,0.0
31,forklift_simulator,LogisticRegression,0.9259259259259259,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9777777777777777,0.06666666666666667,0.08333333333333333
31,forklift_simulator,SVM,0.8888888888888888,0.8461538461538461,0.9166666666666666,0.88,0.9611111111111112,0.13333333333333333,0.08333333333333333
31,forklift_simulator,KNN,0.8888888888888888,0.8461538461538461,0.9166666666666666,0.88,0.9388888888888889,0.13333333333333333,0.08333333333333333
31,forklift_simulator,GradientBoosting,0.8518518518518519,1.0,0.6666666666666666,0.8,0.9777777777777779,0.0,0.3333333333333333
31,forklift_simulator,AdaBoost,1.0,1.0,1.0,1.0,1.0,0.0,0.0
31,forklift_simulator,GaussianNB,0.8888888888888888,0.8,1.0,0.8888888888888888,0.9,0.2,0.0
31,forklift_simulator,DecisionTree,0.9629629629629629,1.0,0.9166666666666666,0.9565217391304348,0.9583333333333333,0.0,0.08333333333333333
31,forklift_simulator,MLP,0.8888888888888888,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.9888888888888889,0.06666666666666667,0.16666666666666666
31,forklift_simulator,XGBoost,0.8888888888888888,1.0,0.75,0.8571428571428571,1.0,0.0,0.25
32,forklift_simulator,RandomForest,0.9714285714285714,1.0,0.9166666666666666,0.9565217391304348,1.0,0.0,0.08333333333333333
32,forklift_simulator,LogisticRegression,0.9428571428571428,0.8571428571428571,1.0,0.9230769230769231,0.9782608695652174,0.08695652173913043,0.0
32,forklift_simulator,SVM,0.7142857142857143,0.5454545454545454,1.0,0.7058823529411765,0.9855072463768115,0.43478260869565216,0.0
32,forklift_simulator,KNN,0.7428571428571429,0.5714285714285714,1.0,0.7272727272727273,0.9130434782608696,0.391304347826087,0.0
32,forklift_simulator,GradientBoosting,0.9714285714285714,1.0,0.9166666666666666,0.9565217391304348,0.9764492753623188,0.0,0.08333333333333333
32,forklift_simulator,AdaBoost,0.9714285714285714,0.9230769230769231,1.0,0.96,1.0,0.043478260869565216,0.0
32,forklift_simulator,GaussianNB,0.9714285714285714,0.9230769230769231,1.0,0.96,0.9782608695652174,0.043478260869565216,0.0
32,forklift_simulator,DecisionTree,0.9428571428571428,1.0,0.8333333333333334,0.9090909090909091,0.9166666666666667,0.0,0.16666666666666666
32,forklift_simulator,MLP,0.9428571428571428,0.8571428571428571,1.0,0.9230769230769231,1.0,0.08695652173913043,0.0
32,forklift_simulator,XGBoost,0.9428571428571428,1.0,0.8333333333333334,0.9090909090909091,0.9927536231884059,0.0,0.16666666666666666
33,forklift_simulator,RandomForest,1.0,1.0,1.0,1.0,1.0,0.0,0.0
33,forklift_simulator,LogisticRegression,0.9642857142857143,0.9230769230769231,1.0,0.96,1.0,0.0625,0.0
33,forklift_simulator,SVM,0.9642857142857143,0.9230769230769231,1.0,0.96,1.0,0.0625,0.0
33,forklift_simulator,KNN,0.9642857142857143,0.9230769230769231,1.0,0.96,0.9947916666666666,0.0625,0.0
33,forklift_simulator,GradientBoosting,1.0,1.0,1.0,1.0,1.0,0.0,0.0
33,forklift_simulator,AdaBoost,1.0,1.0,1.0,1.0,1.0,0.0,0.0
33,forklift_simulator,GaussianNB,0.9642857142857143,0.9230769230769231,1.0,0.96,0.96875,0.0625,0.0
33,forklift_simulator,DecisionTree,1.0,1.0,1.0,1.0,1.0,0.0,0.0
33,forklift_simulator,MLP,1.0,1.0,1.0,1.0,1.0,0.0,0.0
33,forklift_simulator,XGBoost,1.0,1.0,1.0,1.0,1.0,0.0,0.0
34,forklift_simulator,RandomForest,1.0,1.0,1.0,1.0,1.0,0.0,0.0
34,forklift_simulator,LogisticRegression,1.0,1.0,1.0,1.0,1.0,0.0,0.0
34,forklift_simulator,SVM,0.9285714285714286,0.8571428571428571,1.0,0.9230769230769231,1.0,0.125,0.0
34,forklift_simulator,KNN,0.8571428571428571,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9635416666666666,0.125,0.16666666666666666
34,forklift_simulator,GradientBoosting,0.9285714285714286,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9609375,0.0625,0.08333333333333333
34,forklift_simulator,AdaBoost,0.9642857142857143,0.9230769230769231,1.0,0.96,1.0,0.0625,0.0
