Feature,Average_Importance
RightTouch_OrientationAccelZ_25%,0.0011109097191694384
LeftTouch_OrientationAccelY_75%,0.001099852815288341
distance_LeftTouch_to_Head_max,0.0010742529123874739
Velocity_RightTouchPosX_std,0.001072359092077715
Velocity_RightTouchPosX_25%,0.0010686469782154936
Accel_RightTouchPosZ_75%,0.0010636118519483865
angle_LeftTouch_to_RightTouch_mean,0.0010612725134498235
Head_OrientationAccelX_75%,0.0010362960716551448
LeftTouchPosY_50%,0.0010064469661334638
RightTouch_OrientationAccelX_75%,0.0010006168658863077
LeftTouchPosY_25%,0.0009887478028685935
LeftTouch_Velocity_min,0.0009811107750651376
RightTouch_Velocity_25%,0.000978937675164685
RightTouch_OrientationVelocityY_std,0.0009766880412922041
LeftTouchPosY_75%,0.0009529409009259187
RightTouch_OrientationAccelY_25%,0.0009484151053705428
RightTouch_OrientationVelocityZ_75%,0.0009482814762161158
LeftTouch_Velocity_25%,0.0009424289707556722
angle_LeftTouch_to_RightTouch_50%,0.0009422503006631922
Head_Velocity_50%,0.0009388838280479814
Head_Velocity_25%,0.00093334729353076
RightTouch_OrientationAccelY_75%,0.0009079041006095306
Velocity_RightTouchPosY_max,0.0008945657481667875
angle_RightTouch_to_Head_75%,0.0008698205475525124
RightTouchPosY_max,0.0008652154123147596
RightTouch_OrientationAccelX_25%,0.000844243160068418
Velocity_HeadPosZ_75%,0.0008417132374647113
Head_OrientationAccelZ_25%,0.0008399806871300865
Accel_RightTouchPosX_75%,0.0008265555802257776
RightTouchOrientationW_std,0.0008104679580669157
Head_OrientationAccelY_min,0.0008066439146762477
Head_OrientationAccelY_75%,0.0008051404069644799
Accel_HeadPosZ_75%,0.0007955489713964146
Accel_HeadPosY_75%,0.0007945496958793169
Accel_HeadPosX_max,0.0007818641180869151
RightTouchPosY_25%,0.0007717614429101608
LeftTouch_OrientationVelocityY_75%,0.0007541308333518052
Head_OrientationAccelY_std,0.0007462531049100596
LeftTouch_OrientationAccelY_25%,0.0007366238316162669
angle_LeftTouch_to_RightTouch_min,0.0007251386416167008
Velocity_HeadPosY_std,0.0007250398684458191
LeftTouch_OrientationAccelZ_25%,0.000716655029281857
Accel_HeadPosZ_25%,0.0007132209480229039
RightTouch_OrientationAccelY_std,0.0007050218658009512
Accel_RightTouchPosY_std,0.0007049353394603492
RightTouch_Velocity_mean,0.0007043364062824211
LeftTouch_OrientationAccelZ_75%,0.0007030459559477494
Accel_HeadPosY_std,0.0006921990716750995
Head_OrientationVelocityZ_25%,0.0006919030439031662
distance_LeftTouch_to_RightTouch_max,0.0006896736500942096
Accel_HeadPosY_25%,0.0006819420418015195
LeftTouch_OrientationAccelX_75%,0.0006758230769982516
RightTouch_OrientationVelocityY_75%,0.000675767542379517
Velocity_RightTouchPosX_75%,0.0006742549193441591
RightTouch_OrientationVelocityX_max,0.000672503716669357
Accel_HeadPosY_min,0.0006723089233635897
angle_RightTouch_to_Head_50%,0.0006699746754653536
RightTouchPosY_min,0.0006687103575490437
LeftTouchPosY_max,0.0006601616573462754
Head_Velocity_75%,0.0006587409710868408
Accel_HeadPosZ_min,0.0006503360853154586
RightTouch_OrientationVelocityZ_std,0.0006493827320886487
angle_LeftTouch_to_Head_75%,0.0006343234236774534
Velocity_RightTouchPosY_75%,0.0006337633376195152
LeftTouch_OrientationVelocityY_25%,0.0006289210317704651
Accel_RightTouchPosY_25%,0.0006266134781254745
Head_OrientationVelocityY_std,0.0006157519462386498
RightTouch_OrientationVelocityX_25%,0.0006143781756790615
LeftTouch_OrientationAccelX_max,0.0006129235767627024
distance_LeftTouch_to_RightTouch_25%,0.0006065495686229985
HeadOrientationW_std,0.0006019769170924465
LeftTouch_OrientationVelocityX_75%,0.0005977682010760432
RightTouchPosY_mean,0.000592779055301565
Velocity_RightTouchPosX_min,0.0005913988751961307
Accel_HeadPosX_std,0.0005647211586101163
Velocity_RightTouchPosZ_max,0.0005622227151218852
Head_OrientationVelocityZ_max,0.0005527400657078092
RightTouchPosY_50%,0.0005494379401875339
Head_OrientationVelocityY_max,0.00052909976176078
HeadOrientationZ_std,0.0005258340716401166
Accel_LeftTouchPosX_std,0.0005229947779250048
