Threshold,Success_Rate
0.0,1.0
0.1,0.06997030438010393
0.2,0.05642167780252413
0.30000000000000004,0.041573867854491464
0.4,0.034521158129175944
0.5,0.03229398663697105
0.6000000000000001,0.030066815144766147
0.7000000000000001,0.028210838901262063
0.8,0.02746844840386043
0.9,0.026169265033407572
1.0,0.025983667409057165
