Threshold,Success_Rate
0.0,1.0
0.1,0.008908685968819599
0.2,0.005011135857461025
0.30000000000000004,0.002412769116555308
0.4,0.0012991833704528583
0.5,0.0009279881217520415
0.6000000000000001,0.0005567928730512249
0.7000000000000001,0.0003711952487008166
0.8,0.0003711952487008166
0.9,0.0001855976243504083
1.0,0.0001855976243504083
