Target_User_ID,Base_User_ID,Intruder_Type,Adaptation_Factor,Authentication_Success,Confidence,Game_Type,Num_Samples,Genuine_Votes,Total_Votes,Genuine_Percent
39,31,physical,0.88,False,0.10999999999999999,forklift_simulator,3,0,3,0.0
39,31,physical,0.88,False,0.09666666666666668,forklift_simulator,3,0,3,0.0
39,31,physical,0.88,False,0.16666666666666666,forklift_simulator,3,0,3,0.0
39,31,physical,0.88,False,0.10999999999999999,forklift_simulator,4,0,4,0.0
39,31,physical,0.88,False,0.1325,forklift_simulator,4,0,4,0.0
39,31,physical,0.88,False,0.10399999999999998,forklift_simulator,5,0,5,0.0
39,31,physical,0.88,False,0.14600000000000002,forklift_simulator,5,0,5,0.0
39,31,physical,0.88,False,0.10333333333333332,forklift_simulator,6,0,6,0.0
39,31,physical,0.88,False,0.11714285714285712,forklift_simulator,7,0,7,0.0
39,31,physical,0.88,False,0.12124999999999998,forklift_simulator,8,0,8,0.0
39,31,physical,0.88,False,0.12444444444444443,forklift_simulator,9,0,9,0.0
39,31,physical,0.88,False,0.125,forklift_simulator,10,0,10,0.0
44,31,physical,0.98,False,0.2333333333333333,forklift_simulator,3,0,3,0.0
44,31,physical,0.98,False,0.27,forklift_simulator,3,0,3,0.0
44,31,physical,0.98,False,0.28,forklift_simulator,3,0,3,0.0
44,31,physical,0.98,False,0.24,forklift_simulator,4,0,4,0.0
44,31,physical,0.98,False,0.2775,forklift_simulator,4,0,4,0.0
44,31,physical,0.98,False,0.236,forklift_simulator,5,0,5,0.0
44,31,physical,0.98,False,0.286,forklift_simulator,5,0,5,0.0
44,31,physical,0.98,False,0.25166666666666665,forklift_simulator,6,0,6,0.0
44,31,physical,0.98,False,0.2571428571428572,forklift_simulator,7,0,7,0.0
44,31,physical,0.98,False,0.25875000000000004,forklift_simulator,8,0,8,0.0
44,31,physical,0.98,False,0.2611111111111112,forklift_simulator,9,0,9,0.0
44,31,physical,0.98,False,0.261,forklift_simulator,10,0,10,0.0
45,31,physical,0.85,False,0.13333333333333333,forklift_simulator,3,0,3,0.0
45,31,physical,0.85,False,0.13333333333333333,forklift_simulator,3,0,3,0.0
45,31,physical,0.85,False,0.17666666666666667,forklift_simulator,3,0,3,0.0
45,31,physical,0.85,False,0.1325,forklift_simulator,4,0,4,0.0
45,31,physical,0.85,False,0.14750000000000002,forklift_simulator,4,0,4,0.0
45,31,physical,0.85,False,0.132,forklift_simulator,5,0,5,0.0
45,31,physical,0.85,False,0.166,forklift_simulator,5,0,5,0.0
45,31,physical,0.85,False,0.13333333333333333,forklift_simulator,6,0,6,0.0
45,31,physical,0.85,False,0.13428571428571429,forklift_simulator,7,0,7,0.0
45,31,physical,0.85,False,0.14,forklift_simulator,8,0,8,0.0
45,31,physical,0.85,False,0.14777777777777779,forklift_simulator,9,0,9,0.0
45,31,physical,0.85,False,0.149,forklift_simulator,10,0,10,0.0
46,31,physical,0.88,False,0.18333333333333335,forklift_simulator,3,0,3,0.0
46,31,physical,0.88,False,0.21999999999999997,forklift_simulator,3,0,3,0.0
46,31,physical,0.88,False,0.21333333333333335,forklift_simulator,3,0,3,0.0
46,31,physical,0.88,False,0.1925,forklift_simulator,4,0,4,0.0
46,31,physical,0.88,False,0.20500000000000002,forklift_simulator,4,0,4,0.0
46,31,physical,0.88,False,0.202,forklift_simulator,5,0,5,0.0
46,31,physical,0.88,False,0.21200000000000002,forklift_simulator,5,0,5,0.0
46,31,physical,0.88,False,0.20166666666666666,forklift_simulator,6,0,6,0.0
46,31,physical,0.88,False,0.19285714285714287,forklift_simulator,7,0,7,0.0
46,31,physical,0.88,False,0.19875,forklift_simulator,8,0,8,0.0
46,31,physical,0.88,False,0.20555555555555557,forklift_simulator,9,0,9,0.0
46,31,physical,0.88,False,0.20700000000000002,forklift_simulator,10,0,10,0.0
53,31,physical,0.92,False,0.22,forklift_simulator,3,0,3,0.0
53,31,physical,0.92,False,0.25333333333333335,forklift_simulator,3,0,3,0.0
53,31,physical,0.92,False,0.21333333333333335,forklift_simulator,3,0,3,0.0
53,31,physical,0.92,False,0.23,forklift_simulator,4,0,4,0.0
53,31,physical,0.92,False,0.2225,forklift_simulator,4,0,4,0.0
53,31,physical,0.92,False,0.24000000000000005,forklift_simulator,5,0,5,0.0
53,31,physical,0.92,False,0.22000000000000003,forklift_simulator,5,0,5,0.0
53,31,physical,0.92,False,0.2366666666666667,forklift_simulator,6,0,6,0.0
53,31,physical,0.92,False,0.2342857142857143,forklift_simulator,7,0,7,0.0
53,31,physical,0.92,False,0.22625,forklift_simulator,8,0,8,0.0
53,31,physical,0.92,False,0.2288888888888889,forklift_simulator,9,0,9,0.0
53,31,physical,0.92,False,0.22999999999999998,forklift_simulator,10,0,10,0.0
54,31,physical,0.94,False,0.38000000000000006,forklift_simulator,3,0,3,0.0
54,31,physical,0.94,False,0.3633333333333333,forklift_simulator,3,0,3,0.0
54,31,physical,0.94,False,0.37333333333333335,forklift_simulator,3,0,3,0.0
54,31,physical,0.94,False,0.38,forklift_simulator,4,0,4,0.0
54,31,physical,0.94,False,0.365,forklift_simulator,4,0,4,0.0
54,31,physical,0.94,False,0.374,forklift_simulator,5,0,5,0.0
54,31,physical,0.94,False,0.37,forklift_simulator,5,0,5,0.0
54,31,physical,0.94,False,0.37166666666666665,forklift_simulator,6,0,6,0.0
54,31,physical,0.94,False,0.37142857142857144,forklift_simulator,7,0,7,0.0
54,31,physical,0.94,False,0.3725,forklift_simulator,8,0,8,0.0
54,31,physical,0.94,False,0.37222222222222223,forklift_simulator,9,0,9,0.0
54,31,physical,0.94,False,0.372,forklift_simulator,10,0,10,0.0
55,31,physical,0.86,False,0.13333333333333333,forklift_simulator,3,0,3,0.0
55,31,physical,0.86,False,0.1366666666666667,forklift_simulator,3,0,3,0.0
55,31,physical,0.86,False,0.11333333333333333,forklift_simulator,3,0,3,0.0
55,31,physical,0.86,False,0.135,forklift_simulator,4,0,4,0.0
55,31,physical,0.86,False,0.1275,forklift_simulator,4,0,4,0.0
55,31,physical,0.86,False,0.134,forklift_simulator,5,0,5,0.0
55,31,physical,0.86,False,0.122,forklift_simulator,5,0,5,0.0
55,31,physical,0.86,False,0.135,forklift_simulator,6,0,6,0.0
55,31,physical,0.86,False,0.13428571428571429,forklift_simulator,7,0,7,0.0
55,31,physical,0.86,False,0.13125,forklift_simulator,8,0,8,0.0
55,31,physical,0.86,False,0.1277777777777778,forklift_simulator,9,0,9,0.0
55,31,physical,0.86,False,0.12800000000000003,forklift_simulator,10,0,10,0.0
57,31,physical,0.95,False,0.20666666666666667,forklift_simulator,3,0,3,0.0
57,31,physical,0.95,False,0.21333333333333335,forklift_simulator,3,0,3,0.0
57,31,physical,0.95,False,0.18333333333333335,forklift_simulator,3,0,3,0.0
57,31,physical,0.95,False,0.2,forklift_simulator,4,0,4,0.0
57,31,physical,0.95,False,0.205,forklift_simulator,4,0,4,0.0
57,31,physical,0.95,False,0.202,forklift_simulator,5,0,5,0.0
57,31,physical,0.95,False,0.194,forklift_simulator,5,0,5,0.0
57,31,physical,0.95,False,0.21,forklift_simulator,6,0,6,0.0
57,31,physical,0.95,False,0.20857142857142857,forklift_simulator,7,0,7,0.0
57,31,physical,0.95,False,0.20249999999999999,forklift_simulator,8,0,8,0.0
57,31,physical,0.95,False,0.2011111111111111,forklift_simulator,9,0,9,0.0
57,31,physical,0.95,False,0.19799999999999998,forklift_simulator,10,0,10,0.0
