Target_User_ID,Base_User_ID,Feature,Mean_Similarity,Std_Similarity,Combined_Similarity,Feature_Importance,Success_Rate
56,32,HeadPosX_mean,0.991981498996345,0.6059034942655885,0.7989424966309668,0.06245309874276979,0.013636363636363636
56,32,RightTouchOrientationX_min,0.6880165291425829,0.8179825106701252,0.752999519906354,0.047696618300747,0.013636363636363636
56,32,HeadOrientationX_mean,0.6948246478867199,0.8705793492128421,0.782701998549781,0.03584204663826435,0.013636363636363636
56,32,HeadOrientationW_mean,0.04444771872683562,0.567567948620689,0.30600783367376233,0.03352665459503625,0.013636363636363636
56,32,HeadPosX_25%,0.9936272281769387,0.5258450976480746,0.7597361629125067,0.033177269956148725,0.013636363636363636
56,32,HeadPosX_max,0.9879713967510008,0.8340741083352821,0.9110227525431414,0.030743035138649254,0.013636363636363636
56,32,HeadPosX_50%,0.992088274116585,0.6639133292720656,0.8280008016943252,0.030542377213666937,0.013636363636363636
56,32,HeadPosX_min,0.9975784679217237,0.5060879881554821,0.7518332280386029,0.030379085931520337,0.013636363636363636
56,32,HeadOrientationW_75%,0.053123645206176295,0.38382580044090386,0.21847472282354008,0.02894400202693663,0.013636363636363636
56,32,HeadOrientationW_max,0.11856261293752213,0.09278069105526543,0.10567165199639378,0.028238844161554488,0.013636363636363636
