Target_User_ID,Base_User_ID,Feature,Mean_Similarity,Std_Similarity,Combined_Similarity,Feature_Importance,Success_Rate
42,38,HeadOrientationW_min,0.2067742502983395,0.5636734317821221,0.38522384104023083,0.07367966051215713,0.02608695652173913
42,38,HeadOrientationW_50%,0.26021649140879843,0.18184099486718597,0.2210287431379922,0.057486062733263586,0.02608695652173913
42,38,HeadOrientationW_25%,0.2389803999266369,0.2990938002558591,0.269037100091248,0.052688639430396374,0.02608695652173913
42,38,RightTouchPosY_25%,0.8094927680462958,0.6321151361435915,0.7208039520949436,0.050753299521016954,0.02608695652173913
42,38,RightTouchPosY_min,0.8242410743167151,0.5006738961848669,0.662457485250791,0.04475883446794502,0.02608695652173913
42,38,HeadOrientationW_max,0.35157794810609044,0.07091425218011838,0.2112461001431044,0.041517178117496834,0.02608695652173913
42,38,RightTouchPosY_mean,0.7108992981795023,0.7640557275698052,0.7374775128746538,0.03842265652159185,0.02608695652173913
42,38,HeadOrientationW_75%,0.2884908490607977,0.12215786155922737,0.20532435531001253,0.037947643523585824,0.02608695652173913
42,38,LeftTouchPosY_mean,0.7455615619216713,0.9139551331408461,0.8297583475312587,0.027545152810115235,0.02608695652173913
42,38,HeadOrientationZ_mean,0.8741762362134929,0.6240565827346289,0.749116409474061,0.021010798496828548,0.02608695652173913
32,38,LeftTouchPosX_50%,0.8167740733811604,0.860847565521298,0.8388108194512292,0.06014629153838324,0.017391304347826087
32,38,HeadPosY_50%,0.7495602014510401,0.9852669791623054,0.8674135903066728,0.051224641999133444,0.017391304347826087
32,38,LeftTouchPosZ_max,0.9400699887222972,0.7090361513427588,0.824553070032528,0.0401021705513737,0.017391304347826087
32,38,HeadPosY_mean,0.6386778522314911,0.9320953990397728,0.7853866256356319,0.03804168894090862,0.017391304347826087
32,38,HeadPosY_25%,0.7777372813475654,0.8530712337451145,0.8154042575463399,0.037682263853196424,0.017391304347826087
32,38,HeadPosY_max,0.5720390857319055,0.958586044266106,0.7653125649990058,0.03420342857679462,0.017391304347826087
32,38,HeadPosY_75%,0.6014334322555851,0.9991908005923117,0.8003121164239484,0.0330667467671579,0.017391304347826087
32,38,LeftTouchPosZ_75%,0.9535430722021557,0.746428046395802,0.8499855592989789,0.027598513588062246,0.017391304347826087
32,38,LeftTouchOrientationY_min,0.8317291431932152,0.3248201782101586,0.5782746607016869,0.02617064820035286,0.017391304347826087
32,38,RightTouchPosX_50%,0.7887544095748174,0.26831363964155763,0.5285340246081875,0.024700876898886025,0.017391304347826087
53,31,LeftTouchPosZ_max,0.8531748873797131,0.9690365246214667,0.9111057060005899,0.08100205747742745,0.004
53,31,RightTouchPosZ_mean,0.8164839002360136,0.9614546288922725,0.888969264564143,0.06238312017186491,0.004
53,31,RightTouchPosZ_25%,0.8249760928313525,0.5642193482530284,0.6945977205421905,0.06076131580414847,0.004
53,31,LeftTouchPosZ_mean,0.8615623593806769,0.8754963081756922,0.8685293337781845,0.05804943289561449,0.004
53,31,LeftTouchPosZ_75%,0.8526545068485567,0.7386721791656932,0.7956633430071249,0.0570519693393014,0.004
53,31,RightTouchPosZ_min,0.8303352368678012,0.6176101911540801,0.7239727140109407,0.050576778575937,0.004
53,31,RightTouchPosZ_50%,0.8187642711617177,0.883053323971142,0.8509087975664298,0.04168382203620266,0.004
53,31,LeftTouchOrientationY_25%,0.5881661128964327,0.6120207309613918,0.6000934219289122,0.037700014213225545,0.004
53,31,RightTouchPosZ_75%,0.807805972475479,0.8172597812181663,0.8125328768468227,0.031857251699004586,0.004
53,31,HeadOrientationY_mean,0.6071980796038319,0.9072298084640413,0.7572139440339366,0.03160029399612733,0.004
