Target_User_ID,Base_User_ID,Feature,Mean_Similarity,Std_Similarity,Combined_Similarity,Feature_Importance,Success_Rate
11,12,Head_OrientationVelocityX_75%,0.6462651667547727,0.8537332787588865,0.7499992227568296,0.027506185886078765,0.016
11,12,distance_RightTouch_to_Head_50%,0.8755955284702106,0.8968936677901928,0.8862445981302016,0.02465842853682703,0.016
11,12,Head_OrientationAccelY_std,0.06176664075374372,0.013750453676889096,0.03775854721531641,0.019185658112168828,0.016
11,12,HeadOrientationX_75%,0.927412797985987,0.8465466192268352,0.8869797086064111,0.01827044984523033,0.016
15,13,distance_LeftTouch_to_Head_50%,0.7894920809476996,0.8873743316224803,0.8384332062850899,0.054981531168958354,0.013043478260869565
15,13,Accel_LeftTouchPosY_50%,0.848517287769489,0.6236327749780466,0.7360750313737678,0.042929974175258845,0.013043478260869565
15,13,distance_LeftTouch_to_Head_mean,0.8126427443749002,0.9703490877311403,0.8914959160530203,0.04141047352540018,0.013043478260869565
15,13,angle_LeftTouch_to_RightTouch_75%,0.9365310281368107,0.8820153323078878,0.9092731802223493,0.03309384802145306,0.013043478260869565
15,13,distance_LeftTouch_to_Head_25%,0.7955313336350679,0.7230346172488447,0.7592829754419563,0.029608916944158195,0.013043478260869565
15,13,distance_LeftTouch_to_Head_75%,0.8034871520460536,0.6281960701148932,0.7158416110804734,0.029581117642877824,0.013043478260869565
15,13,LeftTouchOrientationZ_min,0.7227670698727142,0.9988341881174325,0.8608006289950734,0.02890802185031973,0.013043478260869565
15,13,LeftTouchPosY_75%,0.8018129951830261,0.6808869068902716,0.7413499510366488,0.028203843348730905,0.013043478260869565
15,13,LeftTouchOrientationW_50%,0.8725424450355022,0.8460134249682032,0.8592779350018527,0.027539648718405987,0.013043478260869565
15,13,angle_LeftTouch_to_RightTouch_50%,0.927865738214712,0.7978770555850564,0.8628713968998842,0.024213053824520853,0.013043478260869565
